name,cols,rows,equalities,nz,density,bin,int,cont,rpart,rpack,rcov,rcard,rknp,riknp,rflowbin,rflowint,rflowmx,rvbound,rother,objMin,objMax,objAv,objMed,objAllInt,objRatioLSA,rhsMin,rhsMax,rhsAv,rhsMed,rhsAllInt,rhsRatioLSA,aMin,aMax,aAv,aMed,aAllInt,aRatioLSA
gen_ip_018,42,35,0,1005,68.3673469387755,0,42,0,0,0,0,0,0,0,0,0,0,0,35,0,146.481,70.4294,72.1974,0,146.481,-235.733,17.0002,-63.8103,-43.1557,0,647.443,-15.0883,8.55059,-1.78422,-1.66441,0,3331.95
gen_ip_023,37,28,0,822,79.3436293436294,0,37,0,0,0,0,0,0,0,0,0,0,0,28,-250.693,5.43389,-115.903,-132.381,0,250.693,-3.38238,406.288,101.374,79.6342,0,120.119,-6.78414,16.2659,2.18188,2.04748,0,2445.21
gen_ip_024,32,23,0,508,69.0217391304348,0,32,0,0,0,0,0,0,0,0,0,0,0,23,-517.106,1.61047,-353.105,-418.643,0,517.106,0,427.733,82.3398,57.2182,0,24.0718,-6.42889,25.5264,3.64733,2.60489,0,22190.3
gen_ip_025,36,31,0,635,56.8996415770609,0,36,0,0,0,0,0,0,0,0,0,0,0,31,-224.934,140.166,37.2271,37.4992,0,247.05,-68.1482,171.192,60.1111,40.8829,0,74.8148,-6.52245,10.7979,-0.0533567,-0.0106256,0,6486.89
gen_ip_026,39,31,0,865,71.5467328370554,0,39,0,0,0,0,0,0,0,0,0,0,0,31,-885.853,-80.2004,-449.036,-403.389,0,11.0455,0,755.057,188.058,161.176,0,51.1884,-0.523948,28.2315,5.01285,4.14855,0,5869.39
gen_ip_027,34,29,0,644,65.3144016227181,0,34,0,0,0,0,0,0,0,0,0,0,0,29,-175.406,0.0972952,-62.5999,-62.6674,0,16422.6,1.33006E-07,254.371,114.28,120.595,0,1912490000,-1.82864,10.3509,2.10815,1.84389,0,7780.23
gen_ip_028,33,47,0,1241,80.0128949065119,0,33,0,0,0,0,0,0,0,0,0,0,0,47,-661.97,-23.3048,-313.048,-316.587,0,28.4049,23.3344,801.388,183.817,158.667,0,34.3436,-2.54925,29.0941,3.11924,2.09501,0,24557.2
gen_ip_029,46,47,0,1157,53.5152636447734,0,46,0,0,0,0,0,0,0,0,0,0,0,47,-281.691,171.315,-102.604,-111.794,0,143.972,-209.15,317.209,-54.1372,-66.4011,0,369.918,-12.0933,11.9821,0.622986,0.489375,0,7249.16
gen_ip_031,37,39,0,1362,94.3866943866944,0,37,0,0,0,0,0,0,0,0,0,0,0,39,-72.5013,-44.019,-61.2808,-61.356,0,1.64705,-5.04192,209.299,32.4346,23.8222,0,384.99,-1.0835,4.32278,0.470171,0.34602,0,5826.59
gen_ip_032,34,50,0,1441,84.7647058823529,0,34,0,0,0,0,0,0,0,0,0,0,0,50,-33.2069,94.2729,36.2531,33.8243,0,46.1073,-129.433,-6.46969,-76.2074,-80.3046,0,20.0061,-9.8127,8.28484,-1.34001,-1.2933,0,11249.9
gen_ip_034,28,34,0,597,62.7100840336134,0,28,0,0,0,0,0,0,0,0,0,0,0,34,-620.914,-5.2776,-186.349,-140.782,0,117.651,0,1563.7,828.799,978.99,0,660.699,-6.32403,31.3125,6.2654,5.03803,0,2493.78
gen_ip_035,42,34,0,841,58.8935574229692,0,42,0,0,0,0,0,0,0,0,0,0,0,34,-240.16,-7.67651,-157.738,-172.086,0,31.2851,-138.288,465.778,73.9541,31.3,0,1329.47,-5.48165,13.2252,2.38083,2.07398,0,3303.67
gen_ip_037,48,44,0,1229,58.1912878787879,0,48,0,0,0,0,0,0,0,0,0,0,0,44,-178.427,66.8791,-59.874,-69.4931,0,148.903,-97.396,149.614,-43.4581,-45.7802,0,675.44,-7.26169,8.16987,-0.504666,-0.551251,0,1459.64
gen_ip_038,32,39,0,991,79.4070512820513,0,32,0,0,0,0,0,0,0,0,0,0,0,39,-304.155,-55.2166,-221.851,-232.783,0,5.50839,-83.2167,644.593,30.9238,-10.2147,0,3584.18,-6.79108,20.149,1.29423,0.701223,0,6918.48
gen_ip_039,43,37,0,931,58.5166561910748,0,43,0,0,0,0,0,0,0,0,0,0,0,37,0,117.218,58.3127,68.0988,0,129.155,-278.061,45.9489,-25.8772,-5.10698,0,217.374,-10.5777,5.30686,-1.17972,-1.03335,0,1865.05
gen_ip_040,49,32,0,888,56.6326530612245,0,49,0,0,0,0,0,0,0,0,0,0,0,32,0,141.911,71.4922,82.2386,0,111.803,-209.072,23.3694,-16.1052,-2.3429,0,1518.21,-11.7341,6.9947,-1.0849,-1.00861,0,7675.58
gen_ip_041,33,47,0,1368,88.2011605415861,0,33,0,0,0,0,0,0,0,0,0,0,0,47,9.57208,263.257,160.56,168.894,0,27.5026,-306.507,0.90722,-102.175,-97.9085,0,337.853,-9.56023,4.34832,-1.89455,-1.74015,0,12292.7
gen_ip_042,32,41,0,1185,90.3201219512195,0,32,0,0,0,0,0,0,0,0,0,0,0,41,-402.64,-13.9029,-158.736,-145.719,0,28.9609,73.4824,214.271,137.362,131.719,0,2.91595,-3.32862,10.271,2.13003,2.0255,0,6868.19
gen_ip_046,42,44,0,1114,60.2813852813853,0,42,0,0,0,0,0,0,0,0,0,0,0,44,0.420355,263.246,103.979,100.268,0,626.246,-265.198,1.29421,-112.206,-107.224,0,204.912,-9.87787,4.27982,-2.0575,-1.94335,0,937.842
gen_ip_048,43,26,0,920,82.2898032200358,0,43,0,0,0,0,0,0,0,0,0,0,0,26,-312.108,94.8526,18.9964,37.2788,0,463.095,29.9169,250.411,170.34,192.708,0,8.37024,-5.28653,10.3691,0.489719,-0.00883353,0,7500.42
gen_ip_049,48,44,0,2065,97.7746212121212,0,48,0,0,0,0,0,0,0,0,0,0,0,44,-1042.99,-362.878,-545.373,-493.076,0,2.87422,367.127,1825.85,515.423,452.634,0,4.97336,-1.30933,30.225,4.33631,3.30922,0,64493
gen_ip_050,42,26,0,638,58.4249084249084,0,42,0,0,0,0,0,0,0,0,0,0,0,26,-280.544,-0.721135,-118.698,-166.546,0,389.031,0,415.856,84.2294,79.0225,0,11.2868,-0.549487,20.9899,2.81745,2.15354,0,1943.91
gen_ip_051,31,28,0,580,66.8202764976959,0,31,0,0,0,0,0,0,0,0,0,0,0,28,-25.5701,136.936,33.297,32.7074,0,484.266,-168.008,0,-85.7108,-85.9542,0,17.4292,-9.67245,4.38728,-1.16212,-1.02015,0,1001.4
gen_ip_052,41,20,0,605,73.7804878048781,0,41,0,0,0,0,0,0,0,0,0,0,0,20,-166.017,-9.34309,-91.6753,-93.6747,0,17.769,0,136.835,58.1719,60.5367,0,27.234,-10.3647,11.3481,1.83788,1.64592,0,3063.12
gen_ip_054,30,27,0,532,65.679012345679,0,30,0,0,0,0,0,0,0,0,0,0,0,27,33.468,299.628,206.142,220.499,0,8.95265,-326.978,6.63363,-59.0279,-35.4224,0,371.855,-13.5842,1.70693,-2.74937,-1.41776,0,1424.72
gen_ip_056,40,32,0,932,72.8125,0,40,0,0,0,0,0,0,0,0,0,0,0,32,7.97741,200.624,126.1,131.152,0,25.149,-277.39,22.2559,-38.755,-13.4927,0,1779.83,-11.412,6.50835,-1.3087,-1.13366,0,13480.7
gen_ip_058,46,35,0,914,56.7701863354037,0,46,0,0,0,0,0,0,0,0,0,0,0,35,-351.481,-1.59531,-84.9025,-70.4121,0,220.322,0.713578,344.971,146.604,164.106,0,483.438,-4.39704,17.4856,2.44454,1.98969,0,5795.71
gen_ip_059,50,28,0,1085,77.5,0,50,0,0,0,0,0,0,0,0,0,0,0,28,0.484318,267.975,210.437,239.37,0,553.304,-202.646,28.5197,-15.9849,9.41265,0,408.111,-9.29682,1.69403,-1.34776,-0.326894,0,13553.7
gen_ip_062,44,50,0,1378,62.6363636363636,0,44,0,0,0,0,0,0,0,0,0,0,0,50,-403.486,10.5475,-40.1943,-15.8626,0,1020.86,0,812.341,433.601,568.55,0,451.038,-7.34042,30.1016,2.31696,1.55759,0,33121.6
gen_ip_065,38,24,0,798,87.5,0,38,0,0,0,0,0,0,0,0,0,0,0,24,-55.1452,314.685,212.7,236.822,0,14.0318,-430.59,232.046,74.3006,89.844,0,463.495,-22.286,12.2234,-1.81625,-1.37037,0,26884.4
gen_ip_066,42,26,0,867,79.3956043956044,0,42,0,0,0,0,0,0,0,0,0,0,0,26,-187.935,82.8661,6.50832,2.45665,0,1741.99,58.7166,161.567,116.622,123.658,0,2.75163,-7.2282,12.2887,0.575903,0.307656,0,6300.39
gen_ip_068,39,44,0,1106,64.4522144522145,0,39,0,0,0,0,0,0,0,0,0,0,0,44,-326.678,6.64287,-64.058,-50.2065,0,336.058,0,266.571,145.707,167.786,0,387.173,-4.6733,16.9567,2.23881,1.87693,0,104725
gen_ip_071,36,34,0,1081,88.3169934640523,0,36,0,0,0,0,0,0,0,0,0,0,0,34,-15.8933,159.723,98.9405,118.155,0,260.505,-193.139,94.235,17.6869,40.7294,0,46.3322,-8.41002,4.69596,-0.715827,-0.311595,0,8953.71
gen_ip_072,49,34,0,1459,87.5750300120048,0,49,0,0,0,0,0,0,0,0,0,0,0,34,1.57816,234.028,153.719,171.946,0,148.291,-191.315,78.5286,3.93186,25.3766,0,147.373,-14.046,5.47889,-1.15061,-0.82226,0,8587.71
gen_ip_076,40,33,0,1101,83.4090909090909,0,40,0,0,0,0,0,0,0,0,0,0,0,33,-168.107,-24.9009,-118.127,-119.976,0,6.75104,-31.9234,235.447,37.9315,10.7962,0,391.239,-3.91382,7.99342,0.851594,0.587784,0,4187.02
gen_ip_077,38,26,0,638,64.5748987854251,0,38,0,0,0,0,0,0,0,0,0,0,0,26,-359.211,6,-229.503,-269.452,0,59.8685,1.46698,351.325,65.5617,42.3484,0,239.489,-6.53301,21.7546,3.35191,2.20607,0,9767.24
gen_ip_080,43,41,0,1005,57.0051049347703,0,43,0,0,0,0,0,0,0,0,0,0,0,41,-97.5605,221.6,76.6278,83.2829,0,139.621,-194.498,268.624,83.4353,100.93,0,295.693,-8.7719,13.5451,0.484039,0.442299,0,7156.76
gen_ip_081,43,22,0,605,63.953488372093,0,43,0,0,0,0,0,0,0,0,0,0,0,22,-61.7187,65.3185,-1.63815,-3.58155,0,766.321,-66.4006,-0.401671,-26.5756,-23.6554,0,165.311,-6.81967,3.34559,-0.357616,-0.342402,0,2492.08
gen-ip002,41,24,0,922,93.6991869918699,0,41,0,0,0,0,0,0,0,0,0,0,0,24,-292.975,-6.88224,-81.9271,-73.2143,0,42.5697,66.5613,258.669,148.587,156.573,0,3.88618,-7.47669,17.9175,2.52404,2.27215,0,5579.44
gen-ip054,30,27,0,532,65.679012345679,0,30,0,0,0,0,0,0,0,0,0,0,0,27,33.468,299.628,206.142,220.499,0,8.95265,-326.978,6.63363,-59.0279,-35.4224,0,371.855,-13.5842,1.70693,-2.74937,-1.41776,0,1424.72
ger50_17_trans,22414,499,272,172035,1.53814365592075,0,18062,4352,0,0,0,0,0,0,0,0,120,0,379,0,35.74,23.8474,34.74,0,4.1807,-126377,983993,0.0601202,0,1,65599.5,-32000,4,-2505.81,1,1,32000
germanrr,10813,10779,239,175547,0.150615177205538,5288,5286,239,0,5253,0,0,0,0,0,0,239,0,5287,0,1,9.24813E-05,0,1,1,0,1,0.487336,0,1,1,-823615,8,-12492,1,0,823615
germany50-DBM,8189,2526,2350,24479,0.118339425065411,0,88,8101,0,0,0,0,0,0,0,0,1641,0,885,0,4150,38.8729,0,1,1.2614,-76,259,0,0,1,129.5,-40,1,0.0433433,1,1,40
gesa2,1224,1392,48,5064,0.297216587784539,240,168,816,0,48,0,0,0,0,0,0,48,0,1296,0,1548890,74293.1,6553.4,0,784.29,0,495.46,29.5944,0,0,495.46,-124.8,114.684,5.09391,1,0,1820.46
gesa2-o,1224,1248,120,3672,0.240384615384615,384,336,504,0,48,0,0,0,0,0,0,48,0,1152,0,1548890,74293.1,6553.4,0,784.29,0,393,6.9176,0,0,393,-124.8,1,-5.01975,0.97,0,1820.46
gesa3,1152,1368,48,4944,0.313718323586745,216,168,768,0,48,0,0,0,0,0,0,48,0,1272,0,1548890,75851.9,4500,0,661.423,0,562.34,34.2272,0,0,562.34,-124.8,119.65,5.42125,1,0,1820.46
gesa3_o,1152,1224,120,3624,0.257012527233115,336,336,480,0,48,0,0,0,0,0,0,48,0,1128,0,1548890,75851.9,4500,0,661.423,0,446.74,8.00964,0,0,446.74,-124.8,8.44013,-5.02563,0.97,0,1820.46
gfd-schedulen180f7d50m30k18,227535,457985,75216,1233372,0.001183571830739,160896,33537,33102,914,17694,0,0,0,51,6593,163,33094,0,399476,0,1,4.39493E-06,0,1,1,-170,344,9.96218,0,1,344,-180,180,-2.58126,-1,1,180
glass-sc,214,6119,0,63918,4.88122639304877,214,0,0,0,0,6119,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
glass.sc,214,6119,0,63918,4.88122639304877,214,0,0,0,0,6119,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
glass4,322,396,36,1815,1.42339544513458,302,0,20,36,0,0,0,0,0,0,0,0,0,360,0,1000000,3105.67,0,1,1000000,-8440000,700,-7302030,-8250000,0,8440000,-8400000,1300,-1624460,-50,0,8400000
gmu-35-40,1205,424,5,4843,0.947897909653175,1200,0,5,0,403,0,0,0,0,0,0,5,0,16,-158053,0,-21014.2,-12350.8,0,58.6552,0,1,0.950472,1,1,1,-1395.29,2574.3,-20.2266,1,0,3217.88
gmu-35-50,1919,435,5,8643,1.03538121507251,1914,0,5,0,414,0,0,0,0,0,0,5,0,16,-232602,0,-25461.5,-10492.6,0,86.3211,0,1,0.951724,1,1,1,-1745.26,2574.3,-37.2658,1,0,3217.88
gmut-75-50,68865,2565,6,571475,0.323527584339165,68859,0,6,0,2548,0,0,0,0,0,0,6,0,11,-373830,0,-70241.2,-38556.4,0,139.742,0,1,0.993372,1,1,1,-1749.93,7718.26,222.148,1,0,8124.49
gmut-77-40,24338,2554,6,159902,0.257245695298907,24332,0,6,0,2537,0,0,0,0,0,0,6,0,11,-292395,0,-53060.8,-24104.1,0,109.959,0,1,0.993344,1,1,1,-1399.96,6064.61,205.421,1,0,6383.8
go19,441,441,80,1885,0.969246353114186,441,0,0,0,0,361,0,0,0,0,0,0,0,80,0,1,0.818594,1,1,1,0,1,0.818594,1,1,1,1,1,1,1,1,1
grafo_0_1st_phase,3696,50688,861,152796,0.081559558654729,3444,84,168,861,0,0,0,0,45920,0,0,0,0,3907,0,96,2.20455,0,1,96,-47,88,-1.35065,2,0,176,-54,7,-0.246793,1,0,54
graph_20_80_1.rand,16263,55107,234,191997,0.021423331692314,16263,0,0,117,0,0,0,0,13689,0,0,0,0,41301,-1,0,-0.00719424,0,1,1,0,2,0.498938,0,1,2,-1,1,0.28702,1,1,1
graph_40_20_1.rand,31243,99067,314,345557,0.011164465975085,31243,0,0,157,0,0,0,0,24649,0,0,0,0,74261,-1,0,-0.00502513,0,1,1,0,2,0.499208,0,1,2,-1,1,0.286688,1,1,1
graph20-20-1rand,2183,5587,74,19277,0.158054563711764,2183,0,0,37,0,0,0,0,1369,0,0,0,0,4181,-1,0,-0.0169492,0,1,1,0,2,0.496689,0,1,2,-1,1,0.289827,1,1,1
graphdraw-domain,254,865,45,2600,1.18337808929953,180,20,54,45,0,0,0,0,480,0,0,0,0,340,0,86,11.5906,0,1,86,-42,30,-6.97457,2,0,84,-56,13,-2.61538,1,0,56
gt2,188,29,0,376,6.89655172413793,24,164,0,0,2,0,0,0,0,0,0,0,0,27,0,7797,1553.18,0,1,6.6301,0,6064,275.207,9,1,6064,1,2534,98.6809,16.5,0,2534
h80x6320d,12640,6558,227,31521,0.038026075022873,6320,0,6320,68,11,0,0,0,0,0,0,11,0,6468,1,638.357,135.281,50,0,638.357,-384,10,0.0120464,0,1,384,-384,1,-76.589,1,1,384
hanoi5,3862,16399,0,39718,0.062713023040239,3862,0,0,0,0,14468,0,0,0,0,0,0,0,1931,1,1,1,1,1,1,-1,1,0.764498,1,1,1,-1,1,0.805529,1,1,1
harp2,2993,112,73,5840,1.74216027874564,2993,0,0,73,0,0,0,0,0,0,0,0,0,39,-17006200,2733420,-1384420,-605977,1,8503100,0,1,0.651786,1,1,1,-4208540000,370795000,-107447000,1,1,4208540000
highschool1-aigio,320404,92568,51867,1562168,0.005267068026038,319686,718,0,2733,28359,0,430,0,283,47594,544,0,0,12625,0,1,3.12106E-06,0,1,1,-4,999,3.49523,0,1,999,-25,405,0.550024,1,1,405
hypothyroid-k1,2602,5195,3,433884,3.20982083079648,2598,4,0,1,0,0,0,2595,0,1,1,0,0,2597,-1,0,-0.00038432,0,1,1,-1,2969,46.4064,0,1,2969,-9,2969,0.561839,1,1,2969
ibarra,325,347,138,2595,2.30104189758368,276,0,49,0,138,0,0,23,2,92,0,0,0,92,0,1215.03,127.519,30,0,41.0843,0,2680.47,171.549,1,0,2680.47,-25.4558,407.294,81.9443,1,0,407.294
ic97_potential,728,1046,0,3138,0.412087912087912,450,73,205,0,0,0,0,0,0,0,0,0,0,1046,-2,60,15.989,0,1,60,0,112,31.3098,26,1,112,-1,60,20,1,1,60
icir97_tension,2494,1203,1203,22333,0.744363363177195,262,573,1659,0,0,0,0,0,0,0,0,428,0,775,0,1,0.163593,0,1,1,-540,300,-7.98005,0,1,9,-60,1,-2.16102,1,1,60
iis-100-0-cov,100,3831,0,22986,6,100,0,0,0,0,3831,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
iis-bupa-cov,345,4803,0,38392,2.3169094195355,345,0,0,0,0,4803,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
iis-pima-cov,768,7201,0,71941,1.30083567675786,768,0,0,0,0,7201,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
irish-electricity,61728,104259,10537,523257,0.008130538036652,9888,0,51840,0,6720,4,0,0,0,0,0,10368,0,87167,0,1,0.251944,0,1,1,-280,4502.3,13.6563,0,0,13506.9,-24827,480,-142.243,1,0,24827
irp,20315,39,39,98254,12.4013454754287,20315,0,0,39,0,0,0,0,0,0,0,0,0,0,13.2517,7127.37,1467.7,986.67,0,537.846,1,1,1,1,1,1,1,1,1,1,1,1
istanbul-no-cutoff,5282,20346,221,71477,0.066510295775548,30,0,5252,0,0,0,0,1,0,0,0,72,0,20273,0,120,0.697736,0,0,18.0723,-1,1164,0.0609948,0,1,1164,-1,1180,0.175007,-0.3,0,5900
ivu06-big,2277736,1177,1177,23125770,0.862613703770223,2277736,0,0,1177,0,0,0,0,0,0,0,0,0,0,0.62,8,1.22537,1.25433,0,12.9032,1,1,1,1,1,1,1,1,1,1,1,1
ivu52,157591,2116,2110,2179476,0.653589424295062,157591,0,0,2110,0,0,0,0,1,0,0,0,0,5,1.581,8,2.48199,2.26,0,5.06009,0,15,1.00425,1,1,15,-1,9,0.590608,1,0,3375
j12016_10,17621,1639,607,510978,1.76926423035302,17376,123,122,244,0,0,0,852,0,122,120,121,0,180,-98,1,-0.0055048,0,1,98,0,21,10.6754,19,1,21,-213,213,7.67094,5,1,213
j12016_10_cuts,17621,67419,607,7640629,0.643155895261725,17376,123,122,244,38074,0,0,858,3,122,120,121,0,27877,-98,1,-0.0055048,0,1,98,0,21,0.825079,1,1,21,-213,213,0.934396,1,1,213
j12048_7,3488,1279,607,58573,1.31295683267461,3243,123,122,244,0,0,0,408,10,122,120,121,0,254,-102,1,-0.0289564,0,1,102,0,27,8.12979,1,1,27,-107,107,5.6104,5,1,107
j12052_10,9096,1437,607,208784,1.59731288126527,8851,123,122,244,0,0,0,576,0,122,120,121,0,254,-91,1,-0.00989446,0,1,91,0,23,8.88796,1,1,23,-144,144,6.33117,5,1,144
j3014_5,528,325,216,5890,3.43240093240093,463,33,32,64,0,0,0,54,0,69,30,30,0,78,-26,1,-0.0473485,0,1,26,0,105,4.94154,0,1,105,-26,26,4.19559,5,1,26
j3041_1,801,344,217,7808,2.8336672183027,736,33,32,64,0,0,0,72,0,84,30,31,0,63,-32,1,-0.0387016,0,1,32,0,170,4.21802,0,1,170,-35,35,3.88358,4,1,35
j3047_2,762,331,216,9594,3.80379189761401,697,33,32,64,0,0,0,60,0,74,30,30,0,73,-29,1,-0.0367454,0,1,29,0,173,6.31118,0,1,173,-29,29,4.0787,5,1,29
j3050_8,472,328,217,4038,2.60825754443985,407,33,32,64,0,0,0,56,0,62,30,31,0,85,-26,1,-0.0529661,0,1,26,0,187,4.60976,0,1,187,-27,27,3.42397,3,1,27
j6029_7,4192,908,307,108912,2.86133436459629,4067,63,62,124,0,0,0,492,0,62,60,61,0,109,-73,1,-0.0171756,0,1,73,0,20,10.1608,16,1,20,-123,123,6.05501,5,1,123
j9025_10,5744,1140,457,125868,1.9221888286175,5559,93,92,184,0,0,0,515,5,92,90,91,0,163,-96,1,-0.016539,0,1,96,0,21,9.17018,1,1,21,-130,130,6.2977,5,1,130
j9025_6,5191,1104,457,120944,2.11039731530883,5006,93,92,184,0,0,0,484,0,92,90,91,0,163,-79,1,-0.015026,0,1,79,0,23,9.70199,1,1,23,-121,121,5.65474,5,1,121
j905_8,4156,1000,457,70585,1.69838787295476,3971,93,92,184,0,0,0,408,0,92,90,91,0,135,-75,1,-0.0178056,0,1,75,0,18,7.426,1,1,18,-102,102,6.17618,5,1,102
janos-us-DDM,2184,760,676,6384,0.384615384615385,0,84,2100,0,0,0,0,0,0,0,0,0,0,760,0,879,18.0156,0,1,7.51282,-1516,7584,0,-52,1,632,-64,1,-0.513158,1,1,64
k1mushroom,8211,16419,1,1697946,1.25945054655773,8209,2,0,0,0,0,0,8209,0,0,1,0,0,8209,-1,0,-0.000121788,0,1,1,-1,4208,65.1707,0,1,4208,-28,4208,0.630367,1,1,4208
keller4cpart,9606,327198,171,663660,0.021115064870897,9606,0,0,171,317592,0,0,0,0,0,0,0,0,9435,0,1,0.0178014,0,1,1,0,1,0.971164,1,1,1,-1,1,0.971567,1,1,1
keller4cpartpp,9601,41648,165,386003,0.096533946093383,9600,1,0,0,4320,0,0,0,0,0,0,0,0,37328,0,6,0.0178106,0,1,6,-1,1,0.0997647,0,1,1,-1,1,0.757707,1,1,1
khb05250,1350,101,77,2700,1.98019801980198,24,0,1326,0,0,0,0,0,0,0,0,77,0,24,0,2500000,48343.7,3628,1,18382.4,0,0,0,0,1,-1,-5000,1,-44.4356,1,1,5000
l152lav,1989,97,96,9922,5.14271793835166,1989,0,0,95,0,0,1,1,0,0,0,0,0,0,11,268,192.32,202,1,24.3636,1,120,2.50515,1,1,120,1,43,3.44527,1,1,43
layer,111,109,18,381,3.14902058021324,105,6,0,15,0,0,0,0,0,0,3,0,0,91,-1983600,0,-1293310,-1312500,1,1.83158,0,3000,27.6606,0,1,3000,-1740,1740,0.511811,1,1,1740
layer2,114,188,19,759,3.54143337066069,108,6,0,16,30,0,0,3,0,0,3,0,0,136,-1983600,0.0003,-1259270,-1312500,0,19836000000,0,5000,95.9894,0,1,5000,-1740,1740,151.15,1,1,1740
layer3,695,1286,71,6510,0.728375309083993,685,10,0,66,260,0,0,5,5,0,5,0,0,945,-198360000,5,-135396000,-155250000,1,198360000,0,5000,23.6205,0,1,5000,-3880,3880,124.969,1,1,3880
layer4,695,1350,71,7179,0.765147881694644,685,10,0,66,324,0,0,5,5,0,5,0,0,945,-198360000,5,-135396000,-155250000,1,198360000,0,5000,22.5481,0,1,5000,-3880,3880,113.416,1,1,3880
lectsched-1-obj,28718,50108,1500,310792,0.021597753059812,28236,482,0,0,0,0,0,0,0,0,6,0,0,50102,0,1,0.141375,0,1,1,-1320,2629,518.442,0,1,2629,-1320,1320,-3.13051,-1,1,1320
lectsched-4-obj,7901,14163,597,82428,0.073660972025104,7665,236,0,0,0,0,0,0,0,0,2,0,0,14161,0,1,0.121124,0,1,1,-1320,2629,514.071,0,1,2629,-1320,1320,-2.77927,-1,1,1320
lectsched-5-obj,21805,38884,1239,239608,0.028260138676221,21389,416,0,0,0,0,0,0,0,0,3,0,0,38881,0,1,0.122862,0,1,1,-1320,2629,530.888,0,1,2629,-1320,1320,-2.67832,-1,1,1320
leo1,6731,593,1,131218,3.28744980249196,6730,0,1,0,437,14,0,0,0,0,0,1,0,141,0,1,0.000148566,0,1,1,0,40,1.98651,1,1,40,-90382900,15,-1677000,1,0,90382900
leo2,11100,593,1,219959,3.34167388298923,11099,0,1,0,437,7,0,0,0,0,0,1,0,148,0,1,9.00901E-05,0,1,1,0,40,1.98651,1,1,40,-168706000,30,-2250230,2,0,168706000
liu,1156,2178,0,10626,0.422040473943588,1089,0,67,0,0,0,0,0,0,0,0,0,0,2178,0,1,0.000865052,0,1,1,-16748,8350,-4080.38,-378,1,348.917,-8398,8398,-1669.17,-1,1,8398
long_hidden01,63205,28370,4590,1065275,0.059408825097246,63205,0,0,2808,7050,0,132,0,0,1600,0,0,0,16780,0,168,23.2578,8,1,168,0,20,0.842333,1,1,20,-1,1,0.565511,1,1,1
long_hidden01_j,62265,28370,4590,1064380,0.060255039738985,62150,115,0,2808,7050,0,132,0,0,1600,0,0,0,16780,0,168,23.5651,10,1,168,0,20,0.842333,1,1,20,-1,1,0.56632,1,1,1
long_hidden02_j,62265,28370,4590,1064380,0.060255039738985,62150,115,0,2808,7050,0,132,0,0,1600,0,0,0,16780,0,24,4.33926,1,1,24,0,20,0.842333,1,1,20,-1,1,0.56632,1,1,1
long_hidden03_j,62660,29210,4590,1067220,0.058308518620951,62550,110,0,2828,7050,0,112,0,0,1600,0,0,0,17620,0,24,4.35611,1,1,24,0,20,0.810065,1,1,20,-1,1,0.565226,1,1,1
long_hidden04_j,62265,28370,4590,1064380,0.060255039738985,62150,115,0,2828,7050,0,112,0,0,1600,0,0,0,16780,0,24,4.33926,1,1,24,0,20,0.840078,1,1,20,-1,1,0.56632,1,1,1
long_hidden05_j,61865,27530,4590,1061540,0.062328278924479,61750,115,0,2828,7050,0,112,0,0,1600,0,0,0,15940,0,36,4.75199,1,1,36,0,20,0.860225,1,1,20,-1,1,0.567421,1,1,1
long_hint01_j,61880,27480,4590,1061430,0.062420080561617,61750,130,0,2808,7050,0,132,0,0,1600,0,0,0,15890,0,24,4.37877,1,1,24,0,20,0.876638,1,1,20,-1,1,0.567565,1,1,1
long_hint02_j,58660,23990,4590,1050600,0.074656064074885,58550,110,0,2808,7050,0,132,0,0,1600,0,0,0,12400,0,25,4.58592,1,1,25,0,20,0.884994,1,1,20,-1,1,0.570341,1,1,1
long_hint03_j,58680,23990,4590,1050600,0.074630618926939,58550,130,0,2808,7050,0,132,0,0,1600,0,0,0,12400,0,168,25.2157,10,1,168,0,20,0.891622,1,1,20,-1,1,0.570341,1,1,1
long_late01_j,62070,27875,4590,1062795,0.061426091328971,61950,120,0,2808,7050,0,132,0,0,1600,0,0,0,16285,0,168,23.5992,8,1,168,0,20,0.860161,1,1,20,-1,1,0.567085,1,1,1
long_late04,63005,27875,4590,1063670,0.060564344135262,63005,0,0,2808,7050,0,132,0,0,1600,0,0,0,16285,0,168,23.5075,8,1,168,0,20,0.860161,1,1,20,-1,1,0.56636,1,1,1
long_late05_j,61740,27243,4590,1060611,0.063057183901557,61630,110,0,2808,7050,0,132,0,0,1600,0,0,0,15653,0,168,23.0091,8,1,168,0,20,0.878427,1,1,20,-1,1,0.567853,1,1,1
long01_j,51793,17241,4501,1011556,0.113280827088319,51695,98,0,2752,6909,0,132,0,0,1568,0,0,0,5880,0,23,4.03974,1,1,23,0,16,0.887536,1,1,16,-1,1,0.57702,1,1,1
